프로그램명,프로그램 개요,콘텐츠명,제작구분,장르,소재분류,편성구분,등급분류,회차,부제,회차정보,상세내용,제작사,저작권소유,프로듀서,연출자,작가,진행자,출연자,기술,카메라,촬영일자,촬영장소,제작일자,검색어,아카이브형태,파일위치,방송일자
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,시흥바라지예술단,"국악을 배운 경험이 있는 이들이 뜻을 모아 만든 예술단으로 총 12명이 활동 중에 있다. 우리 노래로 삶의 여유를 찾아가고 있으며 재능기부, 크고 작은 무대에도 참여하고 있다","1. 서도민요 '배치기'
2. 서도민요 '농부가'
3. 서도민요 '사설난봉가'
4. 랭산모판아리랑
5. 백두산아리랑",국악방송,O,,이현주,"정현경, 최진옥",김용우,"김서이, 강선미, 서순심, 조성순, 김영임, 서경림, 유한금",,김성현,2019-09-22,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/190922_시흥바라지예술단/마스터/190922_시흥바라지예술단 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,아트라 트레이닝,누구나 국악을 쉽고 재미있게 배울 수 있도록 가르치는 것은 물론 국악 전문 아티스트를 양성하는 단체이다. 또한 국악의 대중화를 위해 교육의 한 방법으로 유치원이나 학교를 찾아가 국악기 체험형 공연도 함께 진행하고 있다.,"1. 홀로아리랑
2. 감수광
3. Stand by me(영화 'Stand by me' OST)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"김보은, 박종석, 백진선",,김성현,2019-09-29,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/190929_아트라 트레이닝/마스터/190929_아트라 마스터.mov,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,아트라 트레이닝,누구나 국악을 쉽고 재미있게 배울 수 있도록 가르치는 것은 물론 국악 전문 아티스트를 양성하는 단체이다. 또한 국악의 대중화를 위해 교육의 한 방법으로 유치원이나 학교를 찾아가 국악기 체험형 공연도 함께 진행하고 있다.,"1. 홀로아리랑
2. 감수광
3. Stand by me(영화 'Stand by me' OST)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"김보은, 박종석, 백진선",,김성현,2019-09-29,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/190929_아트라 트레이닝/마스터/190929_아트라 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,물 맑은 양평 경기민요단,경기도 양평의 평생학습센터를 통해 취미로 배우기 시작한 이들이 모여 만든 경기민요단체로 약 15명의 회원이 활발한 봉사활동을 펼쳐나가고 있다.,"1. 놀량
2. 풍년가
3. 태평가
4. 양산도
5. 경복궁타령",국악방송,O,,이현주,"정현경, 최진옥",김용우,"배묘자, 심증순, 김별, 배상미, 허경옥",,김성현,2019-10-06,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191006_물맑은양평경기민요단/마스터/191006_물맑은 양평 경기민요단 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,물 맑은 양평 경기민요단,경기도 양평의 평생학습센터를 통해 취미로 배우기 시작한 이들이 모여 만든 경기민요단체로 약 15명의 회원이 활발한 봉사활동을 펼쳐나가고 있다.,"1. 놀량
2. 풍년가
3. 태평가
4. 양산도
5. 경복궁타령",국악방송,O,,이현주,"정현경, 최진옥",김용우,"배묘자, 심증순, 김별, 배상미, 허경옥",,김성현,2019-10-06,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191006_물맑은양평경기민요단/마스터/191006_물맑은 양평 경기민요단 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,해금동호회 해올,해금에 올인하다'라는 뜻의 팀명으로 해금을 사랑하는 사람들이 함께하는 해금동호회이다. 매주 토요일 체계적이고 꼼꼼한 해금수업과 함께 호흡을 맞추며 아름다운 연주를 만들어가고 있다.,"1. Ich liebe dich(이히 리베 디히)
2. 언제나 몇 번이라도(애니메이션 '센과 치히로의 행방불명' OST)
3. 홀로아리랑",국악방송,O,,이현주,"정현경, 최진옥",김용우,"이은정, 최유리, 김정화, 조수진, 문도엽",,김성현,2019-10-13,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191013_해금동호회 해올/마스터/191013_해올 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,해금동호회 해올,해금에 올인하다'라는 뜻의 팀명으로 해금을 사랑하는 사람들이 함께하는 해금동호회이다. 매주 토요일 체계적이고 꼼꼼한 해금수업과 함께 호흡을 맞추며 아름다운 연주를 만들어가고 있다.,"1. Ich liebe dich(이히 리베 디히)
2. 언제나 몇 번이라도(애니메이션 '센과 치히로의 행방불명' OST)
3. 홀로아리랑",국악방송,O,,이현주,"정현경, 최진옥",김용우,"이은정, 최유리, 김정화, 조수진, 문도엽",,김성현,2019-10-13,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191013_해금동호회 해올/마스터/191013_해올 클린.mov,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,조계사 민요동아리 소리향,9년째 활동 중인 대한불교조계종 총본산 조계싸 민요동아리이다. 40여명의 동호인이 우리 소리를 통해 삶의 재미와 활력을 찾아가고 있으며 한 달에 한 번 소리 봉사활동도 꾸준히 이어가고 있다.,"1. 아리랑
2. 노랫가락
3. 청춘가
4. 태평가
5. 양산도
6. 뱃노래
7. 자진뱃노래",국악방송,O,,이현주,"정현경, 최진옥",김용우,"이승은, 이도화, 정은희, 박연옥, 정소정",,김성현,2019-10-20,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191020_조계사 민요동아리 소리향/마스터/191020_소리랑 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,조계사 민요동아리 소리향,9년째 활동 중인 대한불교조계종 총본산 조계싸 민요동아리이다. 40여명의 동호인이 우리 소리를 통해 삶의 재미와 활력을 찾아가고 있으며 한 달에 한 번 소리 봉사활동도 꾸준히 이어가고 있다.,"1. 아리랑
2. 노랫가락
3. 청춘가
4. 태평가
5. 양산도
6. 뱃노래
7. 자진뱃노래",국악방송,O,,이현주,"정현경, 최진옥",김용우,"이승은, 이도화, 정은희, 박연옥, 정소정",,김성현,2019-10-20,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191020_조계사 민요동아리 소리향/마스터/191020_소리랑 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,  ,화성문예아카데미 가야금앙상블 2기,"화성시민을 중심으로 음악, 미술, 무용, 인문강좌를 비롯한 다양한 프로그램을 운영하고 있는 평생교육기관이다. 그 중에서 음악실기 아카데미에 해당하는 가야금반에서 활동 중인 동아리이다.","1. 최옥삼류 가야금산조(연주: 윤진영 / 반주: 송정아)
2. 줄풍류",국악방송,O,,이현주,"정현경, 최진옥",김용우,"윤진영, 김현경, 이행숙, 우지현",,김성현,2019-10-27,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/1910127_화성문예아카데미 가야금앙상블2기/마스터/191027_화성문예아카데미 가야금앙상블2기 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,  ,화성문예아카데미 가야금앙상블 2기,"화성시민을 중심으로 음악, 미술, 무용, 인문강좌를 비롯한 다양한 프로그램을 운영하고 있는 평생교육기관이다. 그 중에서 음악실기 아카데미에 해당하는 가야금반에서 활동 중인 동아리이다.","1. 최옥삼류 가야금산조(연주: 윤진영 / 반주: 송정아)
2. 줄풍류",국악방송,O,,이현주,"정현경, 최진옥",김용우,"윤진영, 김현경, 이행숙, 우지현",,김성현,2019-10-27,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/1910127_화성문예아카데미 가야금앙상블2기/마스터/191027_화성문예아카데미 가야금앙상블2기 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,우장청소년연합국악오케스트라 라온3기,"국립국악원과 서울특별시교육청의 공동지원으로 2017년 6월 출범한 대규모 오케스트라단이다. 서울우장초등학교를 중심으로 강서구 화곡동 주변에 위치한 초·중·고교 31개 학교 86명의 학생들이 활동 중이다. 25현·12현가야금, 거문고, 대금, 소금, 피리, 생황, 태평소, 해금, 아쟁, 타악으로 구성되어 있는데 오늘은 이 중 12현가야금반이 관현악곡을 잠시 벗어나 산조가야금의 특색에 맞는 연주를 선보인다.","1. 밤의 소리(연주: 우장청소년연합국악오케스트라 라온3기 / 반주: 송정아)
2. 줄풍류(연주: 우장청소년연합국악오케스트라 라온3기 / 반주: 송정아)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"설정인, 조은성, 송하연, 윤주원",,김성현,2019-11-03,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191103_우장청소년연합 국악오케스트라 라온3기/마스터/191103_라온3기 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,우장청소년연합국악오케스트라 라온3기,"국립국악원과 서울특별시교육청의 공동지원으로 2017년 6월 출범한 대규모 오케스트라단이다. 서울우장초등학교를 중심으로 강서구 화곡동 주변에 위치한 초·중·고교 31개 학교 86명의 학생들이 활동 중이다. 25현·12현가야금, 거문고, 대금, 소금, 피리, 생황, 태평소, 해금, 아쟁, 타악으로 구성되어 있는데 오늘은 이 중 12현가야금반이 관현악곡을 잠시 벗어나 산조가야금의 특색에 맞는 연주를 선보인다.","1. 밤의 소리(연주: 우장청소년연합국악오케스트라 라온3기 / 반주: 송정아)
2. 줄풍류(연주: 우장청소년연합국악오케스트라 라온3기 / 반주: 송정아)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"설정인, 조은성, 송하연, 윤주원",,김성현,2019-11-03,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191103_우장청소년연합 국악오케스트라 라온3기/마스터/191103_라온3기 클린,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,풍물동아리 타래,1977년부터 22년 간 구리남양주 지역에 있는 교사들을 중심으로 활동하고 있는 풀뭉 동아리이다.,"1. 국악동요 '모두 다 꽃이야'(연주: 타래)
2. 박종선류 아쟁산조 중모리(아쟁: 안익수)
3. 사설난봉가(노래: 최은서)
4. 사물놀이(연주: 타래)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"유용환, 최은서, 안익수, 기영란, 권옥, 이소라",,김성현,2019-11-10,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191110_풍물동아리 타래/마스터/191110_타래 마스터,
노래가 좋다,동호동호'는 매주 일요일 김용우의 노래가 좋다 2부에서 방송되며 우리 음악을 사랑하는 동호인 여러분과 함께 한다., 동호동호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,풍물동아리 타래,1977년부터 22년 간 구리남양주 지역에 있는 교사들을 중심으로 활동하고 있는 풀뭉 동아리이다.,"1. 국악동요 '모두 다 꽃이야'(연주: 타래)
2. 박종선류 아쟁산조 중모리(아쟁: 안익수)
3. 사설난봉가(노래: 최은서)
4. 사물놀이(연주: 타래)",국악방송,O,,이현주,"정현경, 최진옥",김용우,"유용환, 최은서, 안익수, 기영란, 권옥, 이소라",,김성현,2019-11-10,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/김용우의 노래가 좋다(폴더 정리 완)/폴더정리 완/191110_풍물동아리 타래/마스터/191110_타래 클린,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,4,문재숙,,"1. 죽파제 문재숙 전승 민간풍류(가야금: 문재숙, 이슬기, 김성민 / 대금: 이권형 / 장구: 권효창)
2. 가야금 병창 '춘향가 중 사랑가'(가야금: 문재숙, 이슬기, 김성민 / 장구: 권효창 / 북: 문재숙)
3. 김죽파 가야금산조 '다스름~뒷다스름'(가야금: 문재숙, 이슬기, 김성민 / 장구: 권효창)",국악방송,O,,김기정,,이소영,"문재숙, 이슬기, 김성민, 이권형, 권효창, 윤중강",,"정대영, 김성현",2019-03-18,명지병원 뉴호라이즌 힐링센터,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190318_4회_문재숙/마스터/4회_문재숙_Master.mov,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,4,문재숙,,"1. 죽파제 문재숙 전승 민간풍류(가야금: 문재숙, 이슬기, 김성민 / 대금: 이권형 / 장구: 권효창)
2. 가야금 병창 '춘향가 중 사랑가'(가야금: 문재숙, 이슬기, 김성민 / 장구: 권효창 / 북: 문재숙)
3. 김죽파 가야금산조 '다스름~뒷다스름'(가야금: 문재숙, 이슬기, 김성민 / 장구: 권효창)",국악방송,O,,김기정,,이소영,"문재숙, 이슬기, 김성민, 이권형, 권효창, 윤중강",,"정대영, 김성현",2019-03-18,명지병원 뉴호라이즌 힐링센터,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190318_4회_문재숙/마스터/4회_문재숙_CLN.mov,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,5,이태백,,"1. 박종선류 아쟁산조(아쟁: 이태백 / 장구: 김태영)
2. 판소리 심청가 중 '심봉사 눈뜨는 대목'(소리: 유태평양 / 북: 이태백)
3. 철아쟁과 퉁소를 위한 시나위 '푸리'(퉁소: 이용구 / 철아쟁: 이태백 / 장구: 김태영)
4. 육자배기·흥타령(대금: 이용구 / 아쟁: 이태백 / 징: 유태평양 / 장구: 김태영)
5. 진도씻김굿 중 '굿거리 원형'(구음: 이태백 / 장구: 김태영)",국악방송,O,,김기정,,윤중강,"이태백, 김태영, 유태평양, 이용구, 이소영",,"양금석, 이석환",2019-04-15,명지병원 뉴호라이즌 힐링센터,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190415_5회_이태백/마스터/5회_이태백_Master.mov,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,5,이태백,,"1. 박종선류 아쟁산조(아쟁: 이태백 / 장구: 김태영)
2. 판소리 심청가 중 '심봉사 눈뜨는 대목'(소리: 유태평양 / 북: 이태백)
3. 철아쟁과 퉁소를 위한 시나위 '푸리'(퉁소: 이용구 / 철아쟁: 이태백 / 장구: 김태영)
4. 육자배기·흥타령(대금: 이용구 / 아쟁: 이태백 / 징: 유태평양 / 장구: 김태영)
5. 진도씻김굿 중 '굿거리 원형'(구음: 이태백 / 장구: 김태영)",국악방송,O,,김기정,,윤중강,"이태백, 김태영, 유태평양, 이용구, 이소영",,"양금석, 이석환",2019-04-15,명지병원 뉴호라이즌 힐링센터,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190415_5회_이태백/마스터/5회_이태백_CLN.mov,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,6,정대석,,"1. 백설이 잦아진 골에, 거문고 술대 꽂아 놓고(거문고·소리: 정대석 / 향비파·소리: 신용호)
2. 거문고 독주 '달무리'(거문고: 정대석 / 장구: 김정수)
3. 거문고로 그리는 풍경(거문고: 정대석)
4. 정대석제 거문고산조(거문고: 정대석 / 장구: 김정수)
5. 수리재(거문고: 정대석)",국악방송,O,,김기정,,이소영,"정대석, 신용호, 김정수, 윤중강",,"윤태호, 김성현",2019-05-20,명지병원 뉴호라이즌 힐링센터,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190420_6회_정대석/마스터/6회_정대석_Master.mov,
뉴힐 하우스 콘서트,"명지병원에서 진행하는 원로 및 중견 국악계 명인들의 릴레이 공연으로 전통음악과 창작국악곡을 연주하는 하우스콘서트 명인명창열정 시즌1에 이어 시즌2를 국악방송과 명지병원이 공동 제작하여 시청자에게 전달한다. 
자연음향에 고즈넉한 분위기를 갖춘 공간에서 전통음악을 듣고, 국악계 명인의 삶과 국악 인생에 대한 깊이 있는 이야기를 나누는 시간으로 명인명창들의 전통·창작음악 연주 및 토크 영상 기록 확보의 역할을 한다.",전통의 원형을 찾다,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,6,정대석,,"1. 백설이 잦아진 골에, 거문고 술대 꽂아 놓고(거문고·소리: 정대석 / 향비파·소리: 신용호)
2. 거문고 독주 '달무리'(거문고: 정대석 / 장구: 김정수)
3. 거문고로 그리는 풍경(거문고: 정대석)
4. 정대석제 거문고산조(거문고: 정대석 / 장구: 김정수)
5. 수리재(거문고: 정대석)",국악방송,O,,김기정,,이소영,"정대석, 신용호, 김정수, 윤중강",,"윤태호, 김성현",2019-05-20,명지병원 뉴호라이즌 힐링센터,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/뉴힐하우스콘서트/20190420_6회_정대석/마스터/6회_정대석_CLN.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-01,국악방송,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190101/마스터/0101_바투마스터.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-01,국악방송,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190101/마스터/0101_바투클린.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-08,국악방송,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190108/마스터/0108_바투_마스터.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-08,국악방송,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190108/마스터/0108_바투_클린.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-15,국악방송,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190115/마스터/0115_바투_마스터.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-15,국악방송,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190115/마스터/0115_바투_클린.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-22,국악방송,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190122/마스터/0122_바투_마스터.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,단가 '사철가',,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-22,국악방송,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190122/마스터/0122_바투_클린.mov,
바투의 상사디야,"<바투의 상사디야>는 2016년 가을 개편 이후 젊은 국악, 열린 국악을 화두로 즐거운 오후 2시를 만들어가고 있다.",우리소리 톺아보기 소리야 놀자,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,동백타령,,국악방송,O,,민병환,김은영,"바투(이상화, 김봉영)","정상희, 현림, 김예림",,,2019-01-29,국악방송,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/바투의 상사디야/190129/마스터/0129_바투_마스터.mov,
