프로그램명,프로그램 개요,콘텐츠명,제작구분,장르,소재분류,편성구분,등급분류,회차,부제,회차정보,상세내용,제작사,저작권소유,프로듀서,연출자,작가,진행자,출연자,기술,카메라,촬영일자,촬영장소,제작일자,검색어,아카이브형태,파일위치,방송일자
국악 교육자료,"우리나라 각 지역 민요의 특징을 살펴볼 수 있도록 ‘민요의 토리’를 중심 교육내용으로 선정하여 초등학교 5~6학년 대상의 영상교육자료를 제작하였다. 초등학생들이 가장 많이 접하는 유튜브용 영상으로 친밀도를 높이고 수업시간에 활용할 수 있도록 하였으며, 교과서를 중심으로 교육내용을 구성하되 간단한 이론 설명과 함께 각 지역별 민요의 특징을 보여줄 수 있는 발성법과 시김새 등의 가창 지도를 포함하여 학생들의 눈높이에 맞는 쉬운 내용으로 구성하였다.",국악 교과서 민요 편,외주제작,교육,국악/무용/연희,,모든연령시청가,,제주도만의 맛과 멋을 느낄 수 있는 '제주민요',,"- 제주민요에는 여러 토리의 성격이 섞여 있어 독자적인 토리는 없음
- 멸치 후리는 소리",프라이데이나잇,O,,유영호,정선년,,,,,2019,,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 교육자료_교과서 국악 민요편/0210 master/master/제주.mov,
국악 교육자료,"우리나라 각 지역 민요의 특징을 살펴볼 수 있도록 ‘민요의 토리’를 중심 교육내용으로 선정하여 초등학교 5~6학년 대상의 영상교육자료를 제작하였다. 초등학생들이 가장 많이 접하는 유튜브용 영상으로 친밀도를 높이고 수업시간에 활용할 수 있도록 하였으며, 교과서를 중심으로 교육내용을 구성하되 간단한 이론 설명과 함께 각 지역별 민요의 특징을 보여줄 수 있는 발성법과 시김새 등의 가창 지도를 포함하여 학생들의 눈높이에 맞는 쉬운 내용으로 구성하였다.",국악 교과서 민요 편,외주제작,교육,국악/무용/연희,,모든연령시청가,,제주도만의 맛과 멋을 느낄 수 있는 '제주민요',,"- 제주민요에는 여러 토리의 성격이 섞여 있어 독자적인 토리는 없음
- 멸치 후리는 소리",프라이데이나잇,O,,유영호,정선년,,,,,2019,,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 교육자료_교과서 국악 민요편/0210 master/clean/제주.mov,
국악 교육자료,"우리나라 각 지역 민요의 특징을 살펴볼 수 있도록 ‘민요의 토리’를 중심 교육내용으로 선정하여 초등학교 5~6학년 대상의 영상교육자료를 제작하였다. 초등학생들이 가장 많이 접하는 유튜브용 영상으로 친밀도를 높이고 수업시간에 활용할 수 있도록 하였으며, 교과서를 중심으로 교육내용을 구성하되 간단한 이론 설명과 함께 각 지역별 민요의 특징을 보여줄 수 있는 발성법과 시김새 등의 가창 지도를 포함하여 학생들의 눈높이에 맞는 쉬운 내용으로 구성하였다.",국악 교과서 민요 편,외주제작,교육,국악/무용/연희,,모든연령시청가,,,,"- 한반도의 정치, 경제, 문화의 중심 '경기민요'
- 풍요로운 땅, 전라도 지방의 '남도민요'
- 태백산맥과 동해안을 품은 함경도, 강원도, 경상도 지방의 '동부민요'
- 지금은 갈 수 없는 땅! 평안도 황해도 지방의 '서도민요'
- 제주도만의 맛과 멋을 느낄 수 있는 '제주민요'",프라이데이나잇,O,,유영호,정선년,,,,,2019,,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 교육자료_교과서 국악 민요편/0210 master/master/full.mov,
국악 교육자료,"우리나라 각 지역 민요의 특징을 살펴볼 수 있도록 ‘민요의 토리’를 중심 교육내용으로 선정하여 초등학교 5~6학년 대상의 영상교육자료를 제작하였다. 초등학생들이 가장 많이 접하는 유튜브용 영상으로 친밀도를 높이고 수업시간에 활용할 수 있도록 하였으며, 교과서를 중심으로 교육내용을 구성하되 간단한 이론 설명과 함께 각 지역별 민요의 특징을 보여줄 수 있는 발성법과 시김새 등의 가창 지도를 포함하여 학생들의 눈높이에 맞는 쉬운 내용으로 구성하였다.",국악 교과서 민요 편,외주제작,교육,국악/무용/연희,,모든연령시청가,,,,"- 한반도의 정치, 경제, 문화의 중심 '경기민요'
- 풍요로운 땅, 전라도 지방의 '남도민요'
- 태백산맥과 동해안을 품은 함경도, 강원도, 경상도 지방의 '동부민요'
- 지금은 갈 수 없는 땅! 평안도 황해도 지방의 '서도민요'
- 제주도만의 맛과 멋을 느낄 수 있는 '제주민요'",프라이데이나잇,O,,유영호,정선년,,,,,2019,,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 교육자료_교과서 국악 민요편/0210 master/clean/full.mov,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,열사들의 이야기와 판소리 정순임 명창의 유관순 열사가,자체제작,공연,국악/무용/연희,,모든연령시청가,,,"3월 고전의 숨결에서는 3.1운동 100주년을 맞아 일본 제곡주의에 전면으로 맞선 일제강점기 열사들의 이야기를 담은 항일 창작 판소리를 소개하고 그 중 유관순 열사가를 무대에 올린다.
이준, 안중근, 윤봉길, 유관순 열사의 영웅적 행적을 기리고 민족의 자부심을 회복하고자 판소리 열사가를 지어 부른 서편제 판소리의 대부 박동실 명창은 해방 이후 여러 소리꾼들에게 열사가를 전승하였다.
정순임 명창은 박동실 명창의 제자인 장월중선 명창의 딸로서 어머니에게 유관순 열사가를 물려받았으며, 오늘 무대에서는 최동현 교수가 들려주는 박동실 명창의 열사가 이야기와 정순임 명창의 유관순 열사가 완창 소리판을 함께 만나본다.","1. 단가 인생백년(소리: 정순임 / 북: 조용복)
2. 열사가(소리: 정순임, 정은송, 김경아, 조아라, 정혜윤, 이준아 / 북: 조용복 / 가야금: 정경옥)
3. 가야금병창 장부가(가야금병창: 정경옥 / 장구: 조용복)
4. 열사가(소리: 정순임, 정은송, 김경아, 조아라, 정혜윤, 이준아 / 북: 조용복 / 가야금: 정경옥)",국악방송,O,이윤경,임혁,정현경,최동현,"정순임, 조용복, 정은송, 김경아, 조아라, 정혜윤, 이준아, 정경옥",,,2019-03-04,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190304_정순임의 유관순 열사가/마스터/고전의숨결 3월 전순임의 유관순 열사가_마스터,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,열사들의 이야기와 판소리 정순임 명창의 유관순 열사가,자체제작,공연,국악/무용/연희,,모든연령시청가,,,"3월 고전의 숨결에서는 3.1운동 100주년을 맞아 일본 제곡주의에 전면으로 맞선 일제강점기 열사들의 이야기를 담은 항일 창작 판소리를 소개하고 그 중 유관순 열사가를 무대에 올린다.
이준, 안중근, 윤봉길, 유관순 열사의 영웅적 행적을 기리고 민족의 자부심을 회복하고자 판소리 열사가를 지어 부른 서편제 판소리의 대부 박동실 명창은 해방 이후 여러 소리꾼들에게 열사가를 전승하였다.
정순임 명창은 박동실 명창의 제자인 장월중선 명창의 딸로서 어머니에게 유관순 열사가를 물려받았으며, 오늘 무대에서는 최동현 교수가 들려주는 박동실 명창의 열사가 이야기와 정순임 명창의 유관순 열사가 완창 소리판을 함께 만나본다.","1. 단가 인생백년(소리: 정순임 / 북: 조용복)
2. 열사가(소리: 정순임, 정은송, 김경아, 조아라, 정혜윤, 이준아 / 북: 조용복 / 가야금: 정경옥)
3. 가야금병창 장부가(가야금병창: 정경옥 / 장구: 조용복)
4. 열사가(소리: 정순임, 정은송, 김경아, 조아라, 정혜윤, 이준아 / 북: 조용복 / 가야금: 정경옥)",국악방송,O,이윤경,임혁,정현경,최동현,"정순임, 조용복, 정은송, 김경아, 조아라, 정혜윤, 이준아, 정경옥",,,2019-03-04,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190304_정순임의 유관순 열사가/마스터/고전의숨결 3월 전순임의 유관순 열사가_클린,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,운조루 봄 풍류,자체제작,공연,국악/무용/연희,,모든연령시청가,,,"5월 고전의 숨결에서는 국가무형문화재 제83-1호 구례향제줄풍류의 전바탕을 만나는 자리를 마련, 구례향제줄풍류 보유자 이철호 명인을 비롯해 전수교육조교, 이수자들이 함께해 의미있는 무대를 선보인다.","1. 구례향제줄풍류 본풍류 '다스름~중령산'(연주: 구례향제줄풍류보존회)
2. 구례향제줄풍류 잔풍류 '세령산~군악'(연주: 구례향제줄풍류보존회)
3. 구례향제줄풍류 뒷풍류 '계면가락도드리~풍류굿거리'(연주: 구례향제줄풍류보존회)",국악방송,O,이윤경,임혁,정현경,현경채,"이철호, 장명화",지선교,"김성진, 홍상진, 오성준, 이기성",2019-05-06,구례 운조루 고택,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190506_운조루 봄 풍류/마스터/5월 고숨 진짜 최종마스터.mov,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,운조루 봄 풍류,자체제작,공연,국악/무용/연희,,모든연령시청가,,,"5월 고전의 숨결에서는 국가무형문화재 제83-1호 구례향제줄풍류의 전바탕을 만나는 자리를 마련, 구례향제줄풍류 보유자 이철호 명인을 비롯해 전수교육조교, 이수자들이 함께해 의미있는 무대를 선보인다.","1. 구례향제줄풍류 본풍류 '다스름~중령산'(연주: 구례향제줄풍류보존회)
2. 구례향제줄풍류 잔풍류 '세령산~군악'(연주: 구례향제줄풍류보존회)
3. 구례향제줄풍류 뒷풍류 '계면가락도드리~풍류굿거리'(연주: 구례향제줄풍류보존회)",국악방송,O,이윤경,임혁,정현경,현경채,"이철호, 장명화",지선교,"김성진, 홍상진, 오성준, 이기성",2019-05-06,구례 운조루 고택,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190506_운조루 봄 풍류/마스터/5월 고숨 클린,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"강정열의 가야금산조, 그리고 병창",자체제작,공연,국악/무용/연희,,모든연령시청가,,,"7월 고전의 숨결에서는 가야금병창의 고제 소리를 이으며 남성 병창의 전통을 계승하는 강정열 명창의 음악 세계를 만날 수 있는 시간으로 서은영, 이정희의 병창, 서수복의 장단이 함께해 의미있는 무대를 선보인다.","1. 단가 녹음방초(병창: 강정열 / 장단: 서수복)
2. 심청가 중 '아침조반~심봉사 목욕하는데'(병창: 강정열 / 장단: 서수복)
3. 수궁가 중 '자라 상소~고고천변'(병창: 강정열 / 장단: 서수복)
4. 춘향가 중 사랑가(병창: 강정열, 이정희, 서은영 / 장단: 서수복)
5. 신관용류 가야금산조(가야금: 강정열 / 장구: 서수복)",국악방송,O,이윤경,임혁,정현경,정회천,"강정열, 서수복",지선교,"이준영, 신동덕, 박기욱, 정대영",2019-07-01,국악방송 공개홀,,,프로그램,"XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190701_강정열의 가야금 산조, 그리고 병창/마스터/고전의숨결 7월 강정열_마스터.mov",
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 24시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"강정열의 가야금산조, 그리고 병창",자체제작,공연,국악/무용/연희,,모든연령시청가,,,"7월 고전의 숨결에서는 가야금병창의 고제 소리를 이으며 남성 병창의 전통을 계승하는 강정열 명창의 음악 세계를 만날 수 있는 시간으로 서은영, 이정희의 병창, 서수복의 장단이 함께해 의미있는 무대를 선보인다.","1. 단가 녹음방초(병창: 강정열 / 장단: 서수복)
2. 심청가 중 '아침조반~심봉사 목욕하는데'(병창: 강정열 / 장단: 서수복)
3. 수궁가 중 '자라 상소~고고천변'(병창: 강정열 / 장단: 서수복)
4. 춘향가 중 사랑가(병창: 강정열, 이정희, 서은영 / 장단: 서수복)
5. 신관용류 가야금산조(가야금: 강정열 / 장구: 서수복)",국악방송,O,이윤경,임혁,정현경,정회천,"강정열, 서수복",지선교,"이준영, 신동덕, 박기욱, 정대영",2019-07-01,국악방송 공개홀,,,클린본,"XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190701_강정열의 가야금 산조, 그리고 병창/마스터/고전의숨결 7월 강정열_클린",
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 25시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"이춘희, 완창 12잡가",자체제작,공연,국악/무용/연희,,모든연령시청가,,,9월 고전의 숨결에서는 평상시 쉽게 접할 수 없는 우리나라 12잡가를 선보이는 시간으로 이춘희 명창과 제자들이 함께해 우리 전통음악의 깊은 맛을 선사한다.,"1. 유산가(소리: 이춘희 / 장구: 윤재영)
2. 적벽가(소리: 이춘희 / 장구: 윤재영)
3. 제비가(소리: 이춘희 / 장구: 윤재영)
4. 소춘향가(소리: 이춘희 / 장구: 윤재영)
5. 집장가(소리: 이춘희 / 장구: 윤재영)
6. 형장가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
7. 출인가(소리: 이춘희 / 장구: 윤재영)
8. 십장가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
9. 선유가(소리: 이춘희 / 장구: 윤재영)
10. 방물가(소리: 이춘희 / 장구: 윤재영)
11. 평양가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
12. 달거리(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)",국악방송,O,이윤경,임혁,정현경,김용우,"이춘희, 윤재영, 서정화, 최정아",지선교,"이준영, 천동석, 차충환, 정대영",2019-09-02,국악방송 공개홀,,,프로그램,"XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190902_이춘희, 완창 12잡가/마스터/고전의숨결 9월 이춘희_마스터.mov",
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 25시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"이춘희, 완창 12잡가",자체제작,공연,국악/무용/연희,,모든연령시청가,,,9월 고전의 숨결에서는 평상시 쉽게 접할 수 없는 우리나라 12잡가를 선보이는 시간으로 이춘희 명창과 제자들이 함께해 우리 전통음악의 깊은 맛을 선사한다.,"1. 유산가(소리: 이춘희 / 장구: 윤재영)
2. 적벽가(소리: 이춘희 / 장구: 윤재영)
3. 제비가(소리: 이춘희 / 장구: 윤재영)
4. 소춘향가(소리: 이춘희 / 장구: 윤재영)
5. 집장가(소리: 이춘희 / 장구: 윤재영)
6. 형장가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
7. 출인가(소리: 이춘희 / 장구: 윤재영)
8. 십장가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
9. 선유가(소리: 이춘희 / 장구: 윤재영)
10. 방물가(소리: 이춘희 / 장구: 윤재영)
11. 평양가(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)
12. 달거리(소리: 이춘희, 서정화, 최정아 / 장구: 윤재영)",국악방송,O,이윤경,임혁,정현경,김용우,"이춘희, 윤재영, 서정화, 최정아",지선교,"이준영, 천동석, 차충환, 정대영",2019-09-02,국악방송 공개홀,,,클린본,"XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/190902_이춘희, 완창 12잡가/마스터/고전의숨결 9월 이춘희_클린.mov",
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 26시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"시조, 우리가 사랑한 노래",자체제작,공연,국악/무용/연희,,모든연령시청가,,,12월 고전의 숨결에서는 옛 사람들의 진솔한 삶이 담겨있는 노래 '시조'를 조명하는 시간으로 역사적 배경이 담긴 시조를 통해 사회와 개인이 고민했던 가치관을 엿보고 소박하고 정 많았던 우리 조상들의 삶을 만나본다,"1. 우조시조 '월정명 월정명커늘'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
2. 여창지름시조 '송림에 눈이 오니'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
3. 음원감상 남창지름시조 '바람이 부지마라'(노래: 홍원기)
4. 엮음지름시조 '창 내고자'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
5. 음원감상 사설시조 '소년행락이 다 진커든'(노래: 이동규)
6. 평시조 '만수산 만수봉에'(노래: 황숙경 / 대금: 전인근, 장구: 이건형)",국악방송,O,,김기정,남화정,황숙경,"황숙경, 신경숙, 전인근, 이건형",김영중,"이준영, 임성훈, 선동덕, 김영민",2019-12-02,국악방송 공개홀,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/191202 고전의 숨결/마스터/고전의숨결 12월 시조_마스터,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 26시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,"시조, 우리가 사랑한 노래",자체제작,공연,국악/무용/연희,,모든연령시청가,,,12월 고전의 숨결에서는 옛 사람들의 진솔한 삶이 담겨있는 노래 '시조'를 조명하는 시간으로 역사적 배경이 담긴 시조를 통해 사회와 개인이 고민했던 가치관을 엿보고 소박하고 정 많았던 우리 조상들의 삶을 만나본다,"1. 우조시조 '월정명 월정명커늘'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
2. 여창지름시조 '송림에 눈이 오니'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
3. 음원감상 남창지름시조 '바람이 부지마라'(노래: 홍원기)
4. 엮음지름시조 '창 내고자'(노래: 황숙경 / 대금: 전인근 / 장구: 이건형)
5. 음원감상 사설시조 '소년행락이 다 진커든'(노래: 이동규)
6. 평시조 '만수산 만수봉에'(노래: 황숙경 / 대금: 전인근, 장구: 이건형)",국악방송,O,,김기정,남화정,황숙경,"황숙경, 신경숙, 전인근, 이건형",김영중,"이준영, 임성훈, 선동덕, 김영민",2019-12-02,국악방송 공개홀,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/191202 고전의 숨결/마스터/고전의숨결 12월 시조_클린,
국악방송 특별기획 고전의 숨결,고전의 숨결'은 국악방송에서 지정한 26시간 전통음악 듣는 날인 매달 첫 번째 월요일에 방송되는 명품 고전인 우리의 전통 음악을 깊이 있게 조명하는 특별기획 프로그램이다.,국악방송 특별기획 고전의 숨결 전타이틀,편성/제작물,전타이틀,,,모든연령시청가,,,,,국악방송,O,,,,,,,,,,,,,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/고전의 숨결/고전의 숨결_타이틀.mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",한국무용가 국수호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 1월에는 한국춤의 거장 국수호 선생을 모시고 이야기를 들어보고자 한다. 국립무용단 입단 후 수많은 작품에 출연하며 각광 받은 선생은 1980년대 이후 안무가로도 명성을 떨치게 된다. 특히 1987년 국수호 디딤무용단을 창단해 ‘무녀도’, ‘대지의 춤’, ‘봄의 제전’, ‘명성황후’ 등의 작품으로 한국 춤극의 지평을 넓혔다는 평가를 받고 있다. 올림픽 및 월드컵 개막식 안무를 비롯해 중앙대 교수 등 다채로운 활동을 해온 국수호 선생의 구술을 통해 한국 전통춤의 현대적 가능성을 여러 가지로 모색할 수 있는 시간이 될 것이다.",,국악방송,O,,"고우, 정대영",김경순,,국수호,,김경훈,2019-01-07,서울시 대치동 (사)국수호디딤무용단,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/1월_국수호/마스터/구슬_한국안무가 국수호 (수정).mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",한국무용가 국수호,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 1월에는 한국춤의 거장 국수호 선생을 모시고 이야기를 들어보고자 한다. 국립무용단 입단 후 수많은 작품에 출연하며 각광 받은 선생은 1980년대 이후 안무가로도 명성을 떨치게 된다. 특히 1987년 국수호 디딤무용단을 창단해 ‘무녀도’, ‘대지의 춤’, ‘봄의 제전’, ‘명성황후’ 등의 작품으로 한국 춤극의 지평을 넓혔다는 평가를 받고 있다. 올림픽 및 월드컵 개막식 안무를 비롯해 중앙대 교수 등 다채로운 활동을 해온 국수호 선생의 구술을 통해 한국 전통춤의 현대적 가능성을 여러 가지로 모색할 수 있는 시간이 될 것이다.",,국악방송,O,,"고우, 정대영",김경순,,국수호,,김경훈,2019-01-07,서울시 대치동 (사)국수호디딤무용단,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/1월_국수호/마스터/구슬_한국안무가 국수호(클린).mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",작곡가 박일훈,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 2월에는 전 국립국악원장 박일훈 선생을 모시고 이야기를 들어보고자 한다. 국립국악원에 입사한 이래 악사장, 장악과장, 국악연구실장 등을 두루 거치며 원장까지 역임한 선생은 작곡가로도 활동하며 기획과 창작 양 영역에서 발자취를 남겼다. 국립국악원의 역사이자 상징적 인물인 박일훈 선생의 구술을 통해 국립국악원에 대한              상세한 이야기 및 현대 국악창작에 대한 관점까지 들을 수 있는 귀중한 시간이 될 것이다.",,국악방송,O,,"고우, 정대영",김경순,,박일훈,,김경훈,2019-02-04,경기도 용인시,,동다송,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/2월_박일훈/마스터/구슬_박일훈 원장.mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",작곡가 박일훈,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 2월에는 전 국립국악원장 박일훈 선생을 모시고 이야기를 들어보고자 한다. 국립국악원에 입사한 이래 악사장, 장악과장, 국악연구실장 등을 두루 거치며 원장까지 역임한 선생은 작곡가로도 활동하며 기획과 창작 양 영역에서 발자취를 남겼다. 국립국악원의 역사이자 상징적 인물인 박일훈 선생의 구술을 통해 국립국악원에 대한              상세한 이야기 및 현대 국악창작에 대한 관점까지 들을 수 있는 귀중한 시간이 될 것이다.",,국악방송,O,,"고우, 정대영",김경순,,박일훈,,김경훈,2019-02-04,경기도 용인시,,동다송,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/2월_박일훈/마스터/구슬_박일훈 원장(클린).mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",판소리 명창 전정민,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 3월에는 박초월제 동편제의 계승자 전정민 선생을 모시고 이야기를 들어본다. 오로지 먹고 살기 위해 판소리를 시작했다는 선생은 한평생 판소리와 함께 했으며, 삶이 녹아든 호방한 소리로 많은 이들을 매료시키고 있다. 전정민 선생의 구술을 통해 동편제의 특성과 계보, 선생과 동시대에 활약한 여러 소리꾼들의 이야기까지 생생하게 들을 수 있는 귀한 시간이 될 것이다. ",,국악방송,O,,"고우, 정대영",김경순,,전정민,,김경훈,2019-03-04,경기도 의왕시,,,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/3월_전정민/마스터/구슬_판소리 전정민 명창.mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",판소리 명창 전정민,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 3월에는 박초월제 동편제의 계승자 전정민 선생을 모시고 이야기를 들어본다. 오로지 먹고 살기 위해 판소리를 시작했다는 선생은 한평생 판소리와 함께 했으며, 삶이 녹아든 호방한 소리로 많은 이들을 매료시키고 있다. 전정민 선생의 구술을 통해 동편제의 특성과 계보, 선생과 동시대에 활약한 여러 소리꾼들의 이야기까지 생생하게 들을 수 있는 귀한 시간이 될 것이다. ",,국악방송,O,,"고우, 정대영",김경순,,전정민,,김경훈,2019-03-04,경기도 의왕시,,,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/3월_전정민/마스터/구슬_판소리 전정민 명창(클린).mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",석봉스님,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 4월에는 아랫녘수륙재보존회 이사장인 석봉스님을 모시고 이야기를 들어본다. 어린 나이에 출가해 범패와 영              산재를 접한 석봉스님은 아랫녘 수륙재의 원형을 전승받아 그 원형을 그대로 지켜가고 있다. 아랫녘 수륙재의 전승과정을 살펴보고 나아가 그 의미와 가치, 역사성과 예술성, 그 속에 담긴 자비와 평등사상을 조명하고자 한다.",,국악방송,O,,"고우, 정대영",김경순,,석봉스님,,김경훈,2019-04-01,백운사(경상남도 창원시),,아랫녘 수륙재,프로그램,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/4월_석봉스님/마스터/구술_석봉스님(수정).mov,
구술프로젝트 남기고 싶은 이야기,"한 평생 우리음악과 함께 해온 명인, 명창의 삶과 음악이야기를 진솔하게 풀어내어 청취자에게 전하고자 한다.",석봉스님,자체제작,보이는 라디오,국악/무용/연희,,모든연령시청가,,,"2019년 4월에는 아랫녘수륙재보존회 이사장인 석봉스님을 모시고 이야기를 들어본다. 어린 나이에 출가해 범패와 영              산재를 접한 석봉스님은 아랫녘 수륙재의 원형을 전승받아 그 원형을 그대로 지켜가고 있다. 아랫녘 수륙재의 전승과정을 살펴보고 나아가 그 의미와 가치, 역사성과 예술성, 그 속에 담긴 자비와 평등사상을 조명하고자 한다.",,국악방송,O,,"고우, 정대영",김경순,,석봉스님,,김경훈,2019-04-01,백운사(경상남도 창원시),,아랫녘 수륙재,클린본,XsanWork/Share Point/2019년 프로그램/2019 보이는 라디오/구술프로젝트/4월_석봉스님/마스터/구술_석봉스님(클린).mov,
